name,fullName,signature,filename,start_line,end_line,column,cyclomaticComplexity,numberOfLines,parameters
prvSetupMPU,prvSetupMPU,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1092,1169,1,-1,-1,void
prvGetMPURegionSizeSetting,prvGetMPURegionSizeSetting,uint32_t(uint32_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1172,1193,1,-1,-1,uint32_t ulActualSizeInBytes
xIsPrivileged,xIsPrivileged,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1196,1208,1,-1,-1,void
vResetPrivilege,vResetPrivilege,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1211,1221,1,-1,-1,void
vPortSwitchToUserMode,vPortSwitchToUserMode,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1224,1234,1,-1,-1,void
vPortStoreTaskMPUSettings,vPortStoreTaskMPUSettings,"void(xMPU_SETTINGS*,xMEMORY_REGION*,StackType_t*,StackType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1237,1365,1,-1,-1,"xMPU_SETTINGS* xMPUSettings, xMEMORY_REGION* xRegions, StackType_t* pxBottomOfStack, StackType_t uxStackDepth"
xPortIsAuthorizedToAccessBuffer,xPortIsAuthorizedToAccessBuffer,"BaseType_t(void*,uint32_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1370,1416,5,-1,-1,"void* pvBuffer, uint32_t ulBufferLength, uint32_t ulAccessRequested"
vPortValidateInterruptPriority,vPortValidateInterruptPriority,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1423,1477,5,-1,-1,void
vPortGrantAccessToKernelObject,vPortGrantAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1484,1496,5,-1,-1,"TaskHandle_t xInternalTaskHandle, int32_t lInternalIndexOfKernelObject"
vPortRevokeAccessToKernelObject,vPortRevokeAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1503,1515,5,-1,-1,"TaskHandle_t xInternalTaskHandle, int32_t lInternalIndexOfKernelObject"
xPortIsAuthorizedToAccessKernelObject,xPortIsAuthorizedToAccessKernelObject,BaseType_t(int32_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/GCC/ARM_CM3_MPU/port.c,1524,1559,9,-1,-1,int32_t lInternalIndexOfKernelObject
<global>,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c:<global>,,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1,5289,1,-1,-1,
MPU_GetFreeIndexInKernelObjectPool,MPU_GetFreeIndexInKernelObjectPool,int32_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,256,280,5,-1,-1,void
MPU_SetIndexFreeInKernelObjectPool,MPU_SetIndexFreeInKernelObjectPool,void(int32_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,283,294,5,-1,-1,int32_t lIndex
MPU_GetIndexForHandle,MPU_GetIndexForHandle,"int32_t(OpaqueObjectHandle_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,297,315,5,-1,-1,"OpaqueObjectHandle_t xHandle, uint32_t ulKernelObjectType"
MPU_StoreHandleAndDataAtIndex,MPU_StoreHandleAndDataAtIndex,"void(int32_t,OpaqueObjectHandle_t,void*,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,318,327,5,-1,-1,"int32_t lIndex, OpaqueObjectHandle_t xHandle, void* pvKernelObjectData, uint32_t ulKernelObjectType"
MPU_GetHandleAtIndex,MPU_GetHandleAtIndex,"OpaqueObjectHandle_t(int32_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,330,343,5,-1,-1,"int32_t lIndex, uint32_t ulKernelObjectType"
vGrantAccessToKernelObject,vGrantAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,348,376,9,-1,-1,"TaskHandle_t xExternalTaskHandle, int32_t lExternalKernelObjectHandle"
vRevokeAccessToKernelObject,vRevokeAccessToKernelObject,"void(TaskHandle_t,int32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,383,411,9,-1,-1,"TaskHandle_t xExternalTaskHandle, int32_t lExternalKernelObjectHandle"
MPU_TimerCallback,MPU_TimerCallback,void(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,418,442,9,-1,-1,TimerHandle_t xInternalHandle
MPU_xTaskDelayUntilImpl,MPU_xTaskDelayUntilImpl,"BaseType_t(TickType_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,456,475,9,-1,-1,"TickType_t* pxPreviousWakeTime, TickType_t xTimeIncrement"
MPU_xTaskAbortDelayImpl,MPU_xTaskAbortDelayImpl,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,484,509,9,-1,-1,TaskHandle_t xTask
MPU_vTaskDelayImpl,MPU_vTaskDelayImpl,void(TickType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,518,521,9,-1,-1,TickType_t xTicksToDelay
MPU_uxTaskPriorityGetImpl,MPU_uxTaskPriorityGetImpl,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,530,562,9,-1,-1,TaskHandle_t pxTask
MPU_eTaskGetStateImpl,MPU_eTaskGetStateImpl,eTaskState(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,571,596,9,-1,-1,TaskHandle_t pxTask
MPU_vTaskGetInfoImpl,MPU_vTaskGetInfoImpl,"void(TaskHandle_t,TaskStatus_t*,BaseType_t,eTaskState)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,608,648,9,-1,-1,"TaskHandle_t xTask, TaskStatus_t* pxTaskStatus, BaseType_t xGetFreeStackSpace, eTaskState eState"
MPU_xTaskGetIdleTaskHandleImpl,MPU_xTaskGetIdleTaskHandleImpl,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,657,664,9,-1,-1,void
MPU_vTaskSuspendImpl,MPU_vTaskSuspendImpl,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,673,711,9,-1,-1,TaskHandle_t pxTaskToSuspend
MPU_vTaskResumeImpl,MPU_vTaskResumeImpl,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,720,742,9,-1,-1,TaskHandle_t pxTaskToResume
MPU_xTaskGetTickCountImpl,MPU_xTaskGetTickCountImpl,TickType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,749,756,5,-1,-1,void
MPU_uxTaskGetNumberOfTasksImpl,MPU_uxTaskGetNumberOfTasksImpl,UBaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,761,768,5,-1,-1,void
MPU_uxTaskGetSystemStateImpl,MPU_uxTaskGetSystemStateImpl,"UBaseType_t(TaskStatus_t*,UBaseType_t,uint32_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1057,1088,9,-1,-1,"TaskStatus_t* pxTaskStatusArray, UBaseType_t uxArraySize, uint32_t* pulTotalRunTime"
MPU_uxTaskGetStackHighWaterMarkImpl,MPU_uxTaskGetStackHighWaterMarkImpl,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1097,1129,9,-1,-1,TaskHandle_t xTask
MPU_uxTaskGetStackHighWaterMark2Impl,MPU_uxTaskGetStackHighWaterMark2Impl,StackType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1138,1170,9,-1,-1,TaskHandle_t xTask
MPU_xTaskGetCurrentTaskHandleImpl,MPU_xTaskGetCurrentTaskHandleImpl,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1179,1198,9,-1,-1,void
MPU_xTaskGetSchedulerStateImpl,MPU_xTaskGetSchedulerStateImpl,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1207,1214,9,-1,-1,void
MPU_vTaskSetTimeOutStateImpl,MPU_vTaskSetTimeOutStateImpl,void(TimeOut_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1221,1236,5,-1,-1,TimeOut_t* pxTimeOut
MPU_xTaskCheckForTimeOutImpl,MPU_xTaskCheckForTimeOutImpl,"BaseType_t(TimeOut_t*,TickType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1242,1265,5,-1,-1,"TimeOut_t* pxTimeOut, TickType_t* pxTicksToWait"
MPU_xTaskGenericNotify,MPU_xTaskGenericNotify,"BaseType_t(TaskHandle_t,UBaseType_t,uint32_t,eNotifyAction,uint32_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1270,1288,9,-1,-1,"TaskHandle_t xTaskToNotify, UBaseType_t uxIndexToNotify, uint32_t ulValue, eNotifyAction eAction, uint32_t* pulPreviousNotificationValue"
MPU_xTaskGenericNotifyImpl,MPU_xTaskGenericNotifyImpl,BaseType_t(xTaskGenericNotifyParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1292,1352,9,-1,-1,xTaskGenericNotifyParams_t* pxParams
MPU_xTaskGenericNotifyWait,MPU_xTaskGenericNotifyWait,"BaseType_t(UBaseType_t,uint32_t,uint32_t,uint32_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1359,1377,9,-1,-1,"UBaseType_t uxIndexToWaitOn, uint32_t ulBitsToClearOnEntry, uint32_t ulBitsToClearOnExit, uint32_t* pulNotificationValue, TickType_t xTicksToWait"
MPU_xTaskGenericNotifyWaitImpl,MPU_xTaskGenericNotifyWaitImpl,BaseType_t(xTaskGenericNotifyWaitParams_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1381,1418,9,-1,-1,xTaskGenericNotifyWaitParams_t* pxParams
MPU_ulTaskGenericNotifyTakeImpl,MPU_ulTaskGenericNotifyTakeImpl,"uint32_t(UBaseType_t,BaseType_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1429,1441,9,-1,-1,"UBaseType_t uxIndexToWaitOn, BaseType_t xClearCountOnExit, TickType_t xTicksToWait"
MPU_xTaskGenericNotifyStateClearImpl,MPU_xTaskGenericNotifyStateClearImpl,"BaseType_t(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1451,1487,9,-1,-1,"TaskHandle_t xTask, UBaseType_t uxIndexToClear"
MPU_ulTaskGenericNotifyValueClearImpl,MPU_ulTaskGenericNotifyValueClearImpl,"uint32_t(TaskHandle_t,UBaseType_t,uint32_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1498,1535,9,-1,-1,"TaskHandle_t xTask, UBaseType_t uxIndexToClear, uint32_t ulBitsToClear"
MPU_xTaskCreate,MPU_xTaskCreate,"BaseType_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1547,1584,9,-1,-1,"TaskFunction_t pvTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, TaskHandle_t* pxCreatedTask"
MPU_xTaskCreateStatic,MPU_xTaskCreateStatic,"TaskHandle_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,StackType_t*,StaticTask_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1591,1632,9,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, StackType_t* puxStackBuffer, StaticTask_t* pxTaskBuffer"
MPU_vTaskDelete,MPU_vTaskDelete,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1639,1671,9,-1,-1,TaskHandle_t pxTaskToDelete
MPU_vTaskPrioritySet,MPU_vTaskPrioritySet,"void(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1679,1703,9,-1,-1,"TaskHandle_t pxTask, UBaseType_t uxNewPriority"
MPU_xTaskGetHandle,MPU_xTaskGetHandle,TaskHandle_t(char*),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1710,1729,9,-1,-1,char* pcNameToQuery
MPU_xTaskCreateRestricted,MPU_xTaskCreateRestricted,"BaseType_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1771,1810,9,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
MPU_xTaskCreateRestrictedStatic,MPU_xTaskCreateRestrictedStatic,"BaseType_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1817,1856,9,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
MPU_vTaskAllocateMPURegions,MPU_vTaskAllocateMPURegions,"void(TaskHandle_t,MemoryRegion_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1861,1885,5,-1,-1,"TaskHandle_t xTaskToModify, MemoryRegion_t* xRegions"
MPU_xTaskGetStaticBuffers,MPU_xTaskGetStaticBuffers,"BaseType_t(TaskHandle_t,StackType_t**,StaticTask_t**)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1890,1919,9,-1,-1,"TaskHandle_t xTask, StackType_t** ppuxStackBuffer, StaticTask_t** ppxTaskBuffer"
MPU_pcTaskGetName,MPU_pcTaskGetName,char*(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1924,1950,5,-1,-1,TaskHandle_t xTaskToQuery
MPU_uxTaskPriorityGetFromISR,MPU_uxTaskPriorityGetFromISR,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1955,1981,9,-1,-1,TaskHandle_t xTask
MPU_uxTaskBasePriorityGet,MPU_uxTaskBasePriorityGet,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,1988,2014,9,-1,-1,TaskHandle_t xTask
MPU_uxTaskBasePriorityGetFromISR,MPU_uxTaskBasePriorityGetFromISR,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2021,2047,9,-1,-1,TaskHandle_t xTask
MPU_xTaskResumeFromISR,MPU_xTaskResumeFromISR,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2054,2073,9,-1,-1,TaskHandle_t xTaskToResume
MPU_xTaskGenericNotifyFromISR,MPU_xTaskGenericNotifyFromISR,"BaseType_t(TaskHandle_t,UBaseType_t,uint32_t,eNotifyAction,uint32_t*,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2113,2137,9,-1,-1,"TaskHandle_t xTaskToNotify, UBaseType_t uxIndexToNotify, uint32_t ulValue, eNotifyAction eAction, uint32_t* pulPreviousNotificationValue, BaseType_t* pxHigherPriorityTaskWoken"
MPU_vTaskGenericNotifyGiveFromISR,MPU_vTaskGenericNotifyGiveFromISR,"void(TaskHandle_t,UBaseType_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2144,2162,9,-1,-1,"TaskHandle_t xTaskToNotify, UBaseType_t uxIndexToNotify, BaseType_t* pxHigherPriorityTaskWoken"
MPU_xQueueGenericSendImpl,MPU_xQueueGenericSendImpl,"BaseType_t(QueueHandle_t,void*,TickType_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2175,2226,5,-1,-1,"QueueHandle_t xQueue, void* pvItemToQueue, TickType_t xTicksToWait, BaseType_t xCopyPosition"
MPU_uxQueueMessagesWaitingImpl,MPU_uxQueueMessagesWaitingImpl,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2231,2256,5,-1,-1,QueueHandle_t pxQueue
MPU_uxQueueSpacesAvailableImpl,MPU_uxQueueSpacesAvailableImpl,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2261,2286,5,-1,-1,QueueHandle_t xQueue
MPU_xQueueReceiveImpl,MPU_xQueueReceiveImpl,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2293,2338,5,-1,-1,"QueueHandle_t pxQueue, void* pvBuffer, TickType_t xTicksToWait"
MPU_xQueuePeekImpl,MPU_xQueuePeekImpl,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2345,2390,5,-1,-1,"QueueHandle_t xQueue, void* pvBuffer, TickType_t xTicksToWait"
MPU_xQueueSemaphoreTakeImpl,MPU_xQueueSemaphoreTakeImpl,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2396,2432,5,-1,-1,"QueueHandle_t xQueue, TickType_t xTicksToWait"
MPU_xQueueGetMutexHolderImpl,MPU_xQueueGetMutexHolderImpl,TaskHandle_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2439,2476,9,-1,-1,QueueHandle_t xSemaphore
MPU_xQueueTakeMutexRecursiveImpl,MPU_xQueueTakeMutexRecursiveImpl,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2486,2518,9,-1,-1,"QueueHandle_t xMutex, TickType_t xBlockTime"
MPU_xQueueGiveMutexRecursiveImpl,MPU_xQueueGiveMutexRecursiveImpl,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2527,2552,9,-1,-1,QueueHandle_t xMutex
MPU_vQueueAddToRegistryImpl,MPU_vQueueAddToRegistryImpl,"void(QueueHandle_t,char*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2651,2674,9,-1,-1,"QueueHandle_t xQueue, char* pcName"
MPU_vQueueUnregisterQueueImpl,MPU_vQueueUnregisterQueueImpl,void(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2683,2705,9,-1,-1,QueueHandle_t xQueue
MPU_pcQueueGetNameImpl,MPU_pcQueueGetNameImpl,char*(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2714,2739,9,-1,-1,QueueHandle_t xQueue
MPU_vQueueDelete,MPU_vQueueDelete,void(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2749,2766,5,-1,-1,QueueHandle_t xQueue
MPU_xQueueCreateMutex,MPU_xQueueCreateMutex,QueueHandle_t(uint8_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2771,2795,9,-1,-1,uint8_t ucQueueType
MPU_xQueueCreateMutexStatic,MPU_xQueueCreateMutexStatic,"QueueHandle_t(uint8_t,StaticQueue_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2802,2827,9,-1,-1,"uint8_t ucQueueType, StaticQueue_t* pxStaticQueue"
MPU_xQueueCreateCountingSemaphore,MPU_xQueueCreateCountingSemaphore,"QueueHandle_t(UBaseType_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2834,2859,9,-1,-1,"UBaseType_t uxCountValue, UBaseType_t uxInitialCount"
MPU_xQueueCreateCountingSemaphoreStatic,MPU_xQueueCreateCountingSemaphoreStatic,"QueueHandle_t(UBaseType_t,UBaseType_t,StaticQueue_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2866,2892,9,-1,-1,"UBaseType_t uxMaxCount, UBaseType_t uxInitialCount, StaticQueue_t* pxStaticQueue"
MPU_xQueueGenericCreate,MPU_xQueueGenericCreate,"QueueHandle_t(UBaseType_t,UBaseType_t,uint8_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2899,2925,9,-1,-1,"UBaseType_t uxQueueLength, UBaseType_t uxItemSize, uint8_t ucQueueType"
MPU_xQueueGenericCreateStatic,MPU_xQueueGenericCreateStatic,"QueueHandle_t(UBaseType_t,UBaseType_t,uint8_t*,StaticQueue_t*,uint8_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2932,2960,9,-1,-1,"UBaseType_t uxQueueLength, UBaseType_t uxItemSize, uint8_t* pucQueueStorage, StaticQueue_t* pxStaticQueue, uint8_t ucQueueType"
MPU_xQueueGenericReset,MPU_xQueueGenericReset,"BaseType_t(QueueHandle_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,2965,2985,5,-1,-1,"QueueHandle_t xQueue, BaseType_t xNewQueue"
MPU_xQueueGenericGetStaticBuffers,MPU_xQueueGenericGetStaticBuffers,"BaseType_t(QueueHandle_t,uint8_t**,StaticQueue_t**)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3085,3106,9,-1,-1,"QueueHandle_t xQueue, uint8_t** ppucQueueStorage, StaticQueue_t** ppxStaticQueue"
MPU_xQueueGenericSendFromISR,MPU_xQueueGenericSendFromISR,"BaseType_t(QueueHandle_t,void*,BaseType_t*,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3111,3133,5,-1,-1,"QueueHandle_t xQueue, void* pvItemToQueue, BaseType_t* pxHigherPriorityTaskWoken, BaseType_t xCopyPosition"
MPU_xQueueGiveFromISR,MPU_xQueueGiveFromISR,"BaseType_t(QueueHandle_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3137,3157,5,-1,-1,"QueueHandle_t xQueue, BaseType_t* pxHigherPriorityTaskWoken"
MPU_xQueuePeekFromISR,MPU_xQueuePeekFromISR,"BaseType_t(QueueHandle_t,void*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3161,3181,5,-1,-1,"QueueHandle_t xQueue, void* pvBuffer"
MPU_xQueueReceiveFromISR,MPU_xQueueReceiveFromISR,"BaseType_t(QueueHandle_t,void*,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3185,3206,5,-1,-1,"QueueHandle_t xQueue, void* pvBuffer, BaseType_t* pxHigherPriorityTaskWoken"
MPU_xQueueIsQueueEmptyFromISR,MPU_xQueueIsQueueEmptyFromISR,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3210,3229,5,-1,-1,QueueHandle_t xQueue
MPU_xQueueIsQueueFullFromISR,MPU_xQueueIsQueueFullFromISR,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3232,3251,5,-1,-1,QueueHandle_t xQueue
MPU_uxQueueMessagesWaitingFromISR,MPU_uxQueueMessagesWaitingFromISR,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3255,3274,5,-1,-1,QueueHandle_t xQueue
MPU_xQueueGetMutexHolderFromISR,MPU_xQueueGetMutexHolderFromISR,TaskHandle_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3280,3310,9,-1,-1,QueueHandle_t xSemaphore
MPU_pvTimerGetTimerIDImpl,MPU_pvTimerGetTimerIDImpl,void*(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3360,3385,9,-1,-1,TimerHandle_t xTimer
MPU_vTimerSetTimerIDImpl,MPU_vTimerSetTimerIDImpl,"void(TimerHandle_t,void*)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3395,3418,9,-1,-1,"TimerHandle_t xTimer, void* pvNewID"
MPU_xTimerIsTimerActiveImpl,MPU_xTimerIsTimerActiveImpl,BaseType_t(TimerHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3427,3452,9,-1,-1,TimerHandle_t xTimer
MPU_xTimerGetTimerDaemonTaskHandleImpl,MPU_xTimerGetTimerDaemonTaskHandleImpl,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3461,3468,9,-1,-1,void
MPU_xTimerGenericCommandFromTask,MPU_xTimerGenericCommandFromTask,"BaseType_t(TimerHandle_t,BaseType_t,TickType_t,BaseType_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers_v2.c,3475,3493,9,-1,-1,"TimerHandle_t xTimer, BaseType_t xCommandID, TickType_t xOptionalValue, BaseType_t* pxHigherPriorityTaskWoken, TickType_t xTicksToWait"
