name,fullName,signature,filename,start_line,end_line,column,cyclomaticComplexity,numberOfLines,parameters
xStreamBufferSpacesAvailable,xStreamBufferSpacesAvailable,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,754,788,1,-1,-1,StreamBufferHandle_t xStreamBuffer
xStreamBufferBytesAvailable,xStreamBufferBytesAvailable,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,791,805,1,-1,-1,StreamBufferHandle_t xStreamBuffer
xStreamBufferSend,xStreamBufferSend,"size_t(StreamBufferHandle_t,void*,size_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,808,940,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, void* pvTxData, size_t xDataLengthBytes, TickType_t xTicksToWait"
xStreamBufferSendFromISR,xStreamBufferSendFromISR,"size_t(StreamBufferHandle_t,void*,size_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,943,997,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, void* pvTxData, size_t xDataLengthBytes, BaseType_t* pxHigherPriorityTaskWoken"
prvWriteMessageToBuffer,prvWriteMessageToBuffer,"size_t(StreamBuffer_t*,void*,size_t,size_t,size_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1000,1050,1,-1,-1,"StreamBuffer_t* pxStreamBuffer, void* pvTxData, size_t xDataLengthBytes, size_t xSpace, size_t xRequiredSpace"
xStreamBufferReceive,xStreamBufferReceive,"size_t(StreamBufferHandle_t,void*,size_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1053,1166,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, void* pvRxData, size_t xBufferLengthBytes, TickType_t xTicksToWait"
xStreamBufferNextMessageLengthBytes,xStreamBufferNextMessageLengthBytes,size_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1169,1210,1,-1,-1,StreamBufferHandle_t xStreamBuffer
xStreamBufferReceiveFromISR,xStreamBufferReceiveFromISR,"size_t(StreamBufferHandle_t,void*,size_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1213,1273,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, void* pvRxData, size_t xBufferLengthBytes, BaseType_t* pxHigherPriorityTaskWoken"
prvReadMessageFromBuffer,prvReadMessageFromBuffer,"size_t(StreamBuffer_t*,void*,size_t,size_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1276,1328,1,-1,-1,"StreamBuffer_t* pxStreamBuffer, void* pvRxData, size_t xBufferLengthBytes, size_t xBytesAvailable"
xStreamBufferIsEmpty,xStreamBufferIsEmpty,BaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1331,1356,1,-1,-1,StreamBufferHandle_t xStreamBuffer
xStreamBufferIsFull,xStreamBufferIsFull,BaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1359,1395,1,-1,-1,StreamBufferHandle_t xStreamBuffer
xStreamBufferSendCompletedFromISR,xStreamBufferSendCompletedFromISR,"BaseType_t(StreamBufferHandle_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1398,1434,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, BaseType_t* pxHigherPriorityTaskWoken"
xStreamBufferReceiveCompletedFromISR,xStreamBufferReceiveCompletedFromISR,"BaseType_t(StreamBufferHandle_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1437,1473,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, BaseType_t* pxHigherPriorityTaskWoken"
prvWriteBytesToBuffer,prvWriteBytesToBuffer,"size_t(StreamBuffer_t*,uint8_t*,size_t,size_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1476,1519,1,-1,-1,"StreamBuffer_t* pxStreamBuffer, uint8_t* pucData, size_t xCount, size_t xHead"
prvReadBytesFromBuffer,prvReadBytesFromBuffer,"size_t(StreamBuffer_t*,uint8_t*,size_t,size_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1522,1563,1,-1,-1,"StreamBuffer_t* pxStreamBuffer, uint8_t* pucData, size_t xCount, size_t xTail"
prvBytesInBuffer,prvBytesInBuffer,size_t(StreamBuffer_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1566,1584,1,-1,-1,StreamBuffer_t* pxStreamBuffer
prvInitialiseNewStreamBuffer,prvInitialiseNewStreamBuffer,"void(StreamBuffer_t*,uint8_t*,size_t,size_t,uint8_t,StreamBufferCallbackFunction_t,StreamBufferCallbackFunction_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1587,1632,1,-1,-1,"StreamBuffer_t* pxStreamBuffer, uint8_t* pucBuffer, size_t xBufferSizeBytes, size_t xTriggerLevelBytes, uint8_t ucFlags, StreamBufferCallbackFunction_t pxSendCompletedCallback, StreamBufferCallbackFunction_t pxReceiveCompletedCallback"
uxStreamBufferGetStreamBufferNotificationIndex,uxStreamBufferGetStreamBufferNotificationIndex,UBaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1635,1646,1,-1,-1,StreamBufferHandle_t xStreamBuffer
vStreamBufferSetStreamBufferNotificationIndex,vStreamBufferSetStreamBufferNotificationIndex,"void(StreamBufferHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1649,1668,1,-1,-1,"StreamBufferHandle_t xStreamBuffer, UBaseType_t uxNotificationIndex"
uxStreamBufferGetStreamBufferNumber,uxStreamBufferGetStreamBufferNumber,UBaseType_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1673,1680,5,-1,-1,StreamBufferHandle_t xStreamBuffer
vStreamBufferSetStreamBufferNumber,vStreamBufferSetStreamBufferNumber,"void(StreamBufferHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1687,1695,5,-1,-1,"StreamBufferHandle_t xStreamBuffer, UBaseType_t uxStreamBufferNumber"
ucStreamBufferGetStreamBufferType,ucStreamBufferGetStreamBufferType,uint8_t(StreamBufferHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/stream_buffer.c,1702,1709,5,-1,-1,StreamBufferHandle_t xStreamBuffer
<global>,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers.c:<global>,,/home/zwz/FreeRTOS/FreeRTOS/Source/portable/Common/mpu_wrappers.c,1,2581,1,-1,-1,
<global>,/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c:<global>,,/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1,3394,1,-1,-1,
xQueueGenericReset,xQueueGenericReset,"BaseType_t(QueueHandle_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,303,371,1,-1,-1,"QueueHandle_t xQueue, BaseType_t xNewQueue"
xQueueGenericCreateStatic,xQueueGenericCreateStatic,"QueueHandle_t(UBaseType_t,UBaseType_t,uint8_t*,StaticQueue_t*,uint8_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,376,439,5,-1,-1,"UBaseType_t uxQueueLength, UBaseType_t uxItemSize, uint8_t* pucQueueStorage, StaticQueue_t* pxStaticQueue, uint8_t ucQueueType"
xQueueGenericGetStaticBuffers,xQueueGenericGetStaticBuffers,"BaseType_t(QueueHandle_t,uint8_t**,StaticQueue_t**)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,446,495,5,-1,-1,"QueueHandle_t xQueue, uint8_t** ppucQueueStorage, StaticQueue_t** ppxStaticQueue"
xQueueGenericCreate,xQueueGenericCreate,"QueueHandle_t(UBaseType_t,UBaseType_t,uint8_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,502,564,5,-1,-1,"UBaseType_t uxQueueLength, UBaseType_t uxItemSize, uint8_t ucQueueType"
prvInitialiseNewQueue,prvInitialiseNewQueue,"void(UBaseType_t,UBaseType_t,uint8_t*,uint8_t,Queue_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,569,612,1,-1,-1,"UBaseType_t uxQueueLength, UBaseType_t uxItemSize, uint8_t* pucQueueStorage, uint8_t ucQueueType, Queue_t* pxNewQueue"
prvInitialiseMutex,prvInitialiseMutex,void(Queue_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,617,640,5,-1,-1,Queue_t* pxNewQueue
xQueueCreateMutex,xQueueCreateMutex,QueueHandle_t(uint8_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,647,660,5,-1,-1,uint8_t ucQueueType
xQueueCreateMutexStatic,xQueueCreateMutexStatic,"QueueHandle_t(uint8_t,StaticQueue_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,667,685,5,-1,-1,"uint8_t ucQueueType, StaticQueue_t* pxStaticQueue"
xQueueGetMutexHolder,xQueueGetMutexHolder,TaskHandle_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,692,722,5,-1,-1,QueueHandle_t xSemaphore
xQueueGetMutexHolderFromISR,xQueueGetMutexHolderFromISR,TaskHandle_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,729,752,5,-1,-1,QueueHandle_t xSemaphore
xQueueGiveMutexRecursive,xQueueGiveMutexRecursive,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,759,811,5,-1,-1,QueueHandle_t xMutex
xQueueTakeMutexRecursive,xQueueTakeMutexRecursive,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,818,865,5,-1,-1,"QueueHandle_t xMutex, TickType_t xTicksToWait"
xQueueCreateCountingSemaphoreStatic,xQueueCreateCountingSemaphoreStatic,"QueueHandle_t(UBaseType_t,UBaseType_t,StaticQueue_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,872,905,5,-1,-1,"UBaseType_t uxMaxCount, UBaseType_t uxInitialCount, StaticQueue_t* pxStaticQueue"
xQueueCreateCountingSemaphore,xQueueCreateCountingSemaphore,"QueueHandle_t(UBaseType_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,912,944,5,-1,-1,"UBaseType_t uxMaxCount, UBaseType_t uxInitialCount"
xQueueGenericSend,xQueueGenericSend,"BaseType_t(QueueHandle_t,void*,TickType_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,949,1164,1,-1,-1,"QueueHandle_t xQueue, void* pvItemToQueue, TickType_t xTicksToWait, BaseType_t xCopyPosition"
xQueueGenericSendFromISR,xQueueGenericSendFromISR,"BaseType_t(QueueHandle_t,void*,BaseType_t*,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1167,1336,1,-1,-1,"QueueHandle_t xQueue, void* pvItemToQueue, BaseType_t* pxHigherPriorityTaskWoken, BaseType_t xCopyPosition"
xQueueGiveFromISR,xQueueGiveFromISR,"BaseType_t(QueueHandle_t,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1339,1509,1,-1,-1,"QueueHandle_t xQueue, BaseType_t* pxHigherPriorityTaskWoken"
xQueueReceive,xQueueReceive,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1512,1659,1,-1,-1,"QueueHandle_t xQueue, void* pvBuffer, TickType_t xTicksToWait"
xQueueSemaphoreTake,xQueueSemaphoreTake,"BaseType_t(QueueHandle_t,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1662,1884,1,-1,-1,"QueueHandle_t xQueue, TickType_t xTicksToWait"
xQueuePeek,xQueuePeek,"BaseType_t(QueueHandle_t,void*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,1887,2042,1,-1,-1,"QueueHandle_t xQueue, void* pvBuffer, TickType_t xTicksToWait"
xQueueReceiveFromISR,xQueueReceiveFromISR,"BaseType_t(QueueHandle_t,void*,BaseType_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2045,2142,1,-1,-1,"QueueHandle_t xQueue, void* pvBuffer, BaseType_t* pxHigherPriorityTaskWoken"
xQueuePeekFromISR,xQueuePeekFromISR,"BaseType_t(QueueHandle_t,void*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2145,2204,1,-1,-1,"QueueHandle_t xQueue, void* pvBuffer"
uxQueueMessagesWaiting,uxQueueMessagesWaiting,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2207,2224,1,-1,-1,QueueHandle_t xQueue
uxQueueSpacesAvailable,uxQueueSpacesAvailable,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2227,2245,1,-1,-1,QueueHandle_t xQueue
uxQueueMessagesWaitingFromISR,uxQueueMessagesWaitingFromISR,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2248,2261,1,-1,-1,QueueHandle_t xQueue
vQueueDelete,vQueueDelete,void(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2264,2307,1,-1,-1,QueueHandle_t xQueue
uxQueueGetQueueNumber,uxQueueGetQueueNumber,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2312,2319,5,-1,-1,QueueHandle_t xQueue
vQueueSetQueueNumber,vQueueSetQueueNumber,"void(QueueHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2326,2334,5,-1,-1,"QueueHandle_t xQueue, UBaseType_t uxQueueNumber"
ucQueueGetQueueType,ucQueueGetQueueType,uint8_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2341,2348,5,-1,-1,QueueHandle_t xQueue
uxQueueGetQueueItemSize,uxQueueGetQueueItemSize,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2353,2360,1,-1,-1,QueueHandle_t xQueue
uxQueueGetQueueLength,uxQueueGetQueueLength,UBaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2363,2370,1,-1,-1,QueueHandle_t xQueue
prvGetHighestPriorityOfWaitToReceiveList,prvGetHighestPriorityOfWaitToReceiveList,UBaseType_t(Queue_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2375,2395,5,-1,-1,Queue_t* pxQueue
prvCopyDataToQueue,prvCopyDataToQueue,"BaseType_t(Queue_t*,void*,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2400,2480,1,-1,-1,"Queue_t* pxQueue, void* pvItemToQueue, BaseType_t xPosition"
prvCopyDataFromQueue,prvCopyDataFromQueue,"void(Queue_t*,void*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2483,2501,1,-1,-1,"Queue_t* pxQueue, void* pvBuffer"
prvUnlockQueue,prvUnlockQueue,void(Queue_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2504,2621,1,-1,-1,Queue_t* pxQueue
prvIsQueueEmpty,prvIsQueueEmpty,BaseType_t(Queue_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2624,2642,1,-1,-1,Queue_t* pxQueue
xQueueIsQueueEmptyFromISR,xQueueIsQueueEmptyFromISR,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2645,2666,1,-1,-1,QueueHandle_t xQueue
prvIsQueueFull,prvIsQueueFull,BaseType_t(Queue_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2669,2687,1,-1,-1,Queue_t* pxQueue
xQueueIsQueueFullFromISR,xQueueIsQueueFullFromISR,BaseType_t(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,2690,2711,1,-1,-1,QueueHandle_t xQueue
vQueueAddToRegistry,vQueueAddToRegistry,"void(QueueHandle_t,char*)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,3019,3063,5,-1,-1,"QueueHandle_t xQueue, char* pcQueueName"
pcQueueGetName,pcQueueGetName,char*(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,3070,3098,5,-1,-1,QueueHandle_t xQueue
vQueueUnregisterQueue,vQueueUnregisterQueue,void(QueueHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,3105,3135,5,-1,-1,QueueHandle_t xQueue
vQueueWaitForMessageRestricted,vQueueWaitForMessageRestricted,"void(QueueHandle_t,TickType_t,BaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/queue.c,3142,3179,5,-1,-1,"QueueHandle_t xQueue, TickType_t xTicksToWait, BaseType_t xWaitIndefinitely"
prvROAccessTask,prvROAccessTask,void(void*),mpu_demo.c,86,179,1,-1,-1,void* pvParameters
<global>,mpu_demo.c:<global>,,mpu_demo.c,1,319,1,-1,-1,
prvRWAccessTask,prvRWAccessTask,void(void*),mpu_demo.c,183,197,1,-1,-1,void* pvParameters
vStartMPUDemo,vStartMPUDemo,void(void),mpu_demo.c,201,253,1,-1,-1,void
vHandleMemoryFault,vHandleMemoryFault,void(uint32_t*),mpu_demo.c,256,318,1,-1,-1,uint32_t* pulFaultStackAddress
<clinit>,tskTaskControlBlock.<clinit>,,/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,374,452,1,-1,-1,
<global>,/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c:<global>,,/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1,8861,1,-1,-1,
prvCreateStaticTask,prvCreateStaticTask,"TCB_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,StackType_t*,StaticTask_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1276,1328,5,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, StackType_t* puxStackBuffer, StaticTask_t* pxTaskBuffer, TaskHandle_t* pxCreatedTask"
xTaskCreateStatic,xTaskCreateStatic,"TaskHandle_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,StackType_t*,StaticTask_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1331,1365,5,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, StackType_t* puxStackBuffer, StaticTask_t* pxTaskBuffer"
prvCreateRestrictedStaticTask,prvCreateRestrictedStaticTask,"TCB_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1407,1448,5,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
xTaskCreateRestrictedStatic,xTaskCreateRestrictedStatic,"BaseType_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1451,1483,5,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
prvCreateRestrictedTask,prvCreateRestrictedTask,"TCB_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1523,1568,5,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
xTaskCreateRestricted,xTaskCreateRestricted,"BaseType_t(TaskParameters_t*,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1571,1602,5,-1,-1,"TaskParameters_t* pxTaskDefinition, TaskHandle_t* pxCreatedTask"
prvCreateTask,prvCreateTask,"TCB_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1642,1737,5,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, TaskHandle_t* pxCreatedTask"
xTaskCreate,xTaskCreate,"BaseType_t(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,TaskHandle_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1740,1774,5,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, TaskHandle_t* pxCreatedTask"
prvInitialiseNewTask,prvInitialiseNewTask,"void(TaskFunction_t,char*,StackType_t,void*,UBaseType_t,TaskHandle_t*,TCB_t*,MemoryRegion_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,1815,2036,1,-1,-1,"TaskFunction_t pxTaskCode, char* pcName, StackType_t uxStackDepth, void* pvParameters, UBaseType_t uxPriority, TaskHandle_t* pxCreatedTask, TCB_t* pxNewTCB, MemoryRegion_t* xRegions"
prvAddNewTaskToReadyList,prvAddNewTaskToReadyList,void(TCB_t*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2041,2115,5,-1,-1,TCB_t* pxNewTCB
vTaskDelete,vTaskDelete,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2213,2359,5,-1,-1,TaskHandle_t xTaskToDelete
xTaskDelayUntil,xTaskDelayUntil,"BaseType_t(TickType_t*,TickType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2366,2451,5,-1,-1,"TickType_t* pxPreviousWakeTime, TickType_t xTimeIncrement"
vTaskDelay,vTaskDelay,void(TickType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2458,2501,5,-1,-1,TickType_t xTicksToDelay
eTaskGetState,eTaskGetState,eTaskState(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2508,2633,5,-1,-1,TaskHandle_t xTask
uxTaskPriorityGet,uxTaskPriorityGet,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2640,2661,5,-1,-1,TaskHandle_t xTask
uxTaskPriorityGetFromISR,uxTaskPriorityGetFromISR,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2668,2711,5,-1,-1,TaskHandle_t xTask
uxTaskBasePriorityGet,uxTaskBasePriorityGet,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2718,2739,5,-1,-1,TaskHandle_t xTask
uxTaskBasePriorityGetFromISR,uxTaskBasePriorityGetFromISR,UBaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2746,2789,5,-1,-1,TaskHandle_t xTask
vTaskPrioritySet,vTaskPrioritySet,"void(TaskHandle_t,UBaseType_t)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,2796,3004,5,-1,-1,"TaskHandle_t xTask, UBaseType_t uxNewPriority"
vTaskSuspend,vTaskSuspend,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3149,3305,5,-1,-1,TaskHandle_t xTaskToSuspend
prvTaskIsTaskSuspended,prvTaskIsTaskSuspended,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3312,3375,5,-1,-1,TaskHandle_t xTask
vTaskResume,vTaskResume,void(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3382,3435,5,-1,-1,TaskHandle_t xTaskToResume
xTaskResumeFromISR,xTaskResumeFromISR,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3443,3535,5,-1,-1,TaskHandle_t xTaskToResume
prvCreateIdleTasks,prvCreateIdleTasks,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3540,3685,1,-1,-1,void
vTaskStartScheduler,vTaskStartScheduler,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3689,3791,1,-1,-1,void
vTaskEndScheduler,vTaskEndScheduler,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3794,3834,1,-1,-1,void
vTaskSuspendAll,vTaskSuspendAll,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,3837,3943,1,-1,-1,void
xTaskResumeAll,xTaskResumeAll,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4011,4157,1,-1,-1,void
xTaskGetTickCount,xTaskGetTickCount,TickType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4160,4176,1,-1,-1,void
xTaskGetTickCountFromISR,xTaskGetTickCountFromISR,TickType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4179,4211,1,-1,-1,void
uxTaskGetNumberOfTasks,uxTaskGetNumberOfTasks,UBaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4214,4223,1,-1,-1,void
pcTaskGetName,pcTaskGetName,char*(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4226,4240,1,-1,-1,TaskHandle_t xTaskToQuery
prvSearchForNameWithinSingleList,prvSearchForNameWithinSingleList,"TCB_t(List_t*,char[])",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4244,4310,5,-1,-1,"List_t* pxList, char[] pcNameToQuery"
xTaskGetHandle,xTaskGetHandle,TaskHandle_t(char*),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4317,4378,5,-1,-1,char* pcNameToQuery
xTaskGetStaticBuffers,xTaskGetStaticBuffers,"BaseType_t(TaskHandle_t,StackType_t**,StaticTask_t**)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4385,4433,5,-1,-1,"TaskHandle_t xTask, StackType_t** ppuxStackBuffer, StaticTask_t** ppxTaskBuffer"
uxTaskGetSystemState,uxTaskGetSystemState,"UBaseType_t(TaskStatus_t*,UBaseType_t,uint32_t*)",/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4440,4512,5,-1,-1,"TaskStatus_t* pxTaskStatusArray, UBaseType_t uxArraySize, uint32_t* pulTotalRunTime"
xTaskGetIdleTaskHandle,xTaskGetIdleTaskHandle,TaskHandle_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4520,4531,9,-1,-1,void
xTaskGetIdleTaskHandleForCore,xTaskGetIdleTaskHandleForCore,TaskHandle_t(BaseType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4534,4548,5,-1,-1,BaseType_t xCoreID
xTaskCatchUpTicks,xTaskCatchUpTicks,BaseType_t(TickType_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4601,4626,1,-1,-1,TickType_t xTicksToCatchUp
xTaskAbortDelay,xTaskAbortDelay,BaseType_t(TaskHandle_t),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4631,4720,5,-1,-1,TaskHandle_t xTask
xTaskIncrementTick,xTaskIncrementTick,BaseType_t(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,4725,4972,1,-1,-1,void
vTaskSwitchContext,vTaskSwitchContext,void(void),/home/zwz/FreeRTOS/FreeRTOS/Source/tasks.c,5109,5192,5,-1,-1,void
